moped_component_id,component_name,component_name_full,component_subtype,component_work_types,type_name,line_geometry,substantial_completion_date,pre_annualized_crash_rate,post_annualized_crash_rate,delta_crash_rate,pre_annualized_fatal_crash_rate,post_annualized_fatal_crash_rate,delta_fatal_crash_rate,pre_annualized_injury_rate,post_annualized_injury_rate,delta_injury_rate,pre_annualized_death_rate,post_annualized_death_rate,delta_death_rate,pre_annualized_cost,post_annualized_cost,delta_comp_cost
1450,Transit,Transit - Bus Stop - Enhanced,Bus Stop - Enhanced,New,NA,"LINESTRING (625130.3079310061 3351662.447451317, 625130.1734224666 3351661.081781683, 625129.7750383391 3351659.768620786, 625129.1281676916 3351658.558467082, 625128.2576733279 3351657.497715585, 625127.1968503391 3351656.627204985, 625125.9866782667 3351655.980324764, 625124.6735242527 3351655.581991297, 625123.3079066725 3351655.447414428, 625121.9422842939 3351655.581961292, 625120.6291428537 3351655.980247666, 625119.4188676932 3351656.627111171, 625118.3581074409 3351657.497703379, 625117.4876466688 3351658.558463034, 625116.8407530743 3351659.768648897, 625116.4423915674 3351661.081771709, 625116.3078562013 3351662.447462829, 625116.4423664404 3351663.813132238, 625116.8407532413 3351665.126181779, 625117.4876235169 3351666.336445562, 625118.3581181357 3351667.3971962, 625119.4189406957 3351668.267705967, 625120.6291117207 3351668.914585505, 625121.9422642303 3351669.312918541, 625123.3078800787 3351669.447495299, 625124.6735007575 3351669.31294866, 625125.9866420622 3351668.914551988, 625127.196916325 3351668.267689233, 625128.257675054 3351667.397208709, 625129.1282324333 3351666.33645099, 625129.7750308957 3351665.126264708, 625130.1733951775 3351663.813031499, 625130.3079310061 3351662.447451317)",2018-09-13 05:00:00+00:00,0.25082262725686,0.35139902188727656,0.10057639463041657,0.0,0.0,0.0,0.37623394088529,0.21962438867954784,-0.15660955220574216,0.0,0.0,0.0,100454.46221637244,82534.84526577407,-17919.61695059837
1451,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,New,NA,"MULTILINESTRING ((625125.1863393004 3351653.228933048, 625116.8728471394 3351692.025832014))",2018-09-13 05:00:00+00:00,0.25082262725686,0.35139902188727656,0.10057639463041657,0.0,0.0,0.0,0.37623394088529,0.21962438867954784,-0.15660955220574216,0.0,0.0,0.0,100454.46221637244,82534.84526577407,-17919.61695059837
1453,Bike Lane,Bike Lane,NA,NA,NA,"MULTILINESTRING ((629841.6582446322 3362445.052402573, 630028.7290983343 3362894.968138558, 630108.0587479383 3363051.387630447, 630236.4531443735 3363304.273136714, 630539.1222229109 3363823.64281527, 630790.8176707274 3364301.687857842, 630854.1967078057 3364418.284667777))",2019-06-11 05:00:00+00:00,0.2540776410731462,0.40634187747112166,0.15226423639797548,0.0005608777948634574,0.005329073802899956,0.004768196008036498,0.23837306281696938,0.3330671126812472,0.09469404986427785,0.0005608777948634574,0.006661342253624945,0.006100464458761487,108515.27048341255,182133.0876301625,73617.81714674996
1454,Signal,Signal - Traffic,Traffic,New,NA,"LINESTRING (633194.9884933189 3354141.352051477, 633194.8539765688 3354139.986451039, 633194.4555942783 3354138.673274751, 633193.8087907552 3354137.463035175, 633192.9381954775 3354136.402255694, 633191.8774510614 3354135.531805712, 633190.6672182905 3354134.884881069, 633189.3541237655 3354134.486547808, 633187.988472377 3354134.352051562, 633186.6228076129 3354134.486578283, 633185.3097039487 3354134.884894761, 633184.0994535973 3354135.531763786, 633183.0387162268 3354136.402260197, 633182.1681949025 3354137.463072697, 633181.5212803893 3354138.673263221, 633181.122967726 3354139.986359804, 633180.9884897082 3354141.352002603, 633181.1229106465 3354142.717712468, 633181.5212956937 3354144.030777395, 633182.1681962684 3354145.241017391, 633183.0386956355 3354146.301794839, 633184.0994382629 3354147.172354818, 633185.3096713359 3354147.81916795, 633186.6228605126 3354148.217501955, 633187.9884140063 3354148.351996921, 633189.3540757177 3354148.217581259, 633190.6672754919 3354147.819155657, 633191.8774287903 3354147.172286211, 633192.9381659114 3354146.301790657, 633193.8087838308 3354145.240980166, 633194.4556032354 3354144.030789151, 633194.8539174085 3354142.717692995, 633194.9884933189 3354141.352051477)",2018-10-22 05:00:00+00:00,0.30199469459468775,0.18675301987686144,-0.11524167471782631,0.0,0.0,0.0,0.07549867364867194,0.18675301987686144,0.1112543462281895,0.0,0.0,0.0,40693.78509663417,53037.85764502865,12344.072548394477
1456,Crossing Island,Crossing Island - Ped,Ped,NA,NA,"LINESTRING (622976.9002717445 3350592.219996968, 622976.765763187 3350590.854368512, 622976.3674636062 3350589.541191489, 622975.7205800504 3350588.331069528, 622974.8499881814 3350587.270281462, 622973.7892816374 3350586.399773056, 622972.5790668773 3350585.75281016, 622971.2659100948 3350585.354523475, 622969.9002423062 3350585.220000693, 622968.5346254747 3350585.354488657, 622967.2214502392 3350585.752813237, 622966.0112969752 3350586.399693424, 622964.9505248796 3350587.2702684, 622964.0800115401 3350588.330970086, 622963.433113063 3350589.541273645, 622963.0347909022 3350590.85435271, 622962.9002315969 3350592.220056551, 622963.034741855 3350593.585684783, 622963.4331402733 3350594.898751534, 622964.0800234817 3350596.108983573, 622964.9505194197 3350597.1697697, 622966.0113217215 3350598.040278355, 622967.2214404983 3350598.687128659, 622968.5345945306 3350599.085525739, 622969.9002605869 3350599.220048408, 622971.2658769663 3350599.085449845, 622972.5790507975 3350598.68712579, 622973.7892993478 3350598.040247435, 622974.8499737548 3350597.16978306, 622975.7205849561 3350596.108972464, 622976.3673870445 3350594.898779333, 622976.7658081413 3350593.585590953, 622976.9002717445 3350592.219996968)",2050-01-01 06:00:00+00:00,0.03150268452034414,NA,NA,0.0,NA,NA,0.03150268452034414,NA,NA,0.0,NA,NA,7340.1254932401835,NA,NA
1457,Crossing Island,Crossing Island - Ped,Ped,NA,NA,"LINESTRING (624163.7475762131 3352481.226798597, 624163.6130581922 3352479.861254964, 624163.2147885197 3352478.548022096, 624162.567868271 3352477.337815408, 624161.6973532764 3352476.277140704, 624160.6366381266 3352475.406613175, 624159.4264121721 3352474.759726268, 624158.1132333318 3352474.361394511, 624156.7476172794 3352474.226823376, 624155.3819229206 3352474.361374382, 624154.0688237411 3352474.759660997, 624152.8586036568 3352475.40651544, 624151.7978093514 3352476.277084228, 624150.9273155219 3352477.33780375, 624150.2804787225 3352478.548041906, 624149.8820668941 3352479.861194362, 624149.7475609852 3352481.226893438, 624149.882080705 3352482.592436847, 624150.2804479545 3352483.905670281, 624150.9272729307 3352485.115875125, 624151.7978843508 3352486.176550066, 624152.8585978135 3352487.047187587, 624154.0688239809 3352487.693962984, 624155.3820013157 3352488.092294309, 624156.7476156356 3352488.226865334, 624158.1132121243 3352488.092313456, 624159.4264060678 3352487.694028465, 624160.6366252559 3352487.047174771, 624161.6973231346 3352486.176605747, 624162.5679135633 3352485.115888152, 624163.2147514099 3352483.905650682, 624163.6130685705 3352482.592497563, 624163.7475762131 3352481.226798597)",2018-10-09 05:00:00+00:00,0.1849214583377282,0.23871341707741206,0.05379195873968387,0.0,0.0,0.0,0.2689766666730592,0.23871341707741206,-0.030263249595647135,0.0,0.0,0.0,96461.75708562584,79968.99472093304,-16492.762364692797
1458,Crossing Island,Crossing Island - Ped,Ped,NA,NA,"LINESTRING (624179.4715506034 3352501.755531186, 624179.337036197 3352500.38987642, 624178.9386718451 3352499.076752588, 624178.2917546417 3352497.866544836, 624177.4212441236 3352496.805757917, 624176.3605322448 3352495.935228729, 624175.1503082255 3352495.288450781, 624173.8371336451 3352494.890006193, 624172.4715190157 3352494.755543822, 624171.1059230992 3352494.890093883, 624169.7927295159 3352495.288377462, 624168.5825106269 3352495.935230135, 624167.5218130732 3352496.805798489, 624166.6512230145 3352497.866515691, 624166.0043855163 3352499.076752967, 624165.6059723828 3352500.389904924, 624165.4715607797 3352501.755604996, 624165.6059819746 3352503.121147616, 624166.0043464697 3352504.434381748, 624166.6512645729 3352505.64458875, 624167.5217766059 3352506.705263986, 624168.5824880564 3352507.575792339, 624169.7927097706 3352508.22268043, 624171.1058841071 3352508.62101376, 624172.4714957412 3352508.755586846, 624173.8371861281 3352508.621038103, 624175.1502821359 3352508.222753962, 624176.3605013867 3352507.57579121, 624177.4212935965 3352506.705335632, 624178.2917891741 3352505.644507344, 624178.9386264567 3352504.43438158, 624179.3370410944 3352503.121230053, 624179.4715506034 3352501.755531186)",2018-10-09 05:00:00+00:00,0.22576491191923354,0.22835855888712325,0.002593646967889718,0.0,0.0,0.0,0.4233092098485629,0.2664183187016438,-0.15689089114691912,0.0,0.0,0.0,173218.12867003193,85368.04126396957,-87850.08740606236
1459,Crossing Island,Crossing Island - Ped,Ped,NA,NA,"LINESTRING (624322.4622851247 3360452.90053041, 624322.3277492042 3360451.534963799, 624321.9294577396 3360450.221806935, 624321.282596583 3360449.011555837, 624320.4120072236 3360447.950826447, 624319.3512498145 3360447.080237911, 624318.1410769828 3360446.433397561, 624316.8279177081 3360446.034999269, 624315.4623422524 3360445.900584222, 624314.0966760786 3360446.035072726, 624312.7835507299 3360446.433412712, 624311.5733129045 3360447.080217624, 624310.5125715383 3360447.950747431, 624309.6419798987 3360449.011548362, 624308.9951632952 3360450.221770782, 624308.5967768258 3360451.53492052, 624308.4622942128 3360452.900519101, 624308.5968305718 3360454.266196312, 624308.9951234477 3360455.579352648, 624309.6419867685 3360456.789492168, 624310.51257512 3360457.850331526, 624311.5733333626 3360458.720808396, 624312.7835051464 3360459.367648058, 624314.0966629126 3360459.766045921, 624315.4623314638 3360459.900572781, 624316.827899834 3360459.766083406, 624318.1411198725 3360459.367745047, 624319.3512619638 3360458.72082896, 624320.4120030747 3360457.850300011, 624321.2825951439 3360456.789499919, 624321.9294127964 3360455.579278184, 624322.3278007731 3360454.266128877, 624322.4622851247 3360452.90053041)",2019-05-01 05:00:00+00:00,0.21122382593190525,0.37164539788866746,0.1604215719567622,0.0,0.0,0.0,0.21122382593190525,0.0,-0.21122382593190525,0.0,0.0,0.0,92304.81193224259,37907.830584644085,-54396.98134759851
1461,Crossing Island,Crossing Island - Ped,Ped,NA,NA,"LINESTRING (623973.7135469104 3360370.174151537, 623973.5790632234 3360368.808481142, 623973.180726702 3360367.495338677, 623972.533821039 3360366.285220709, 623971.6632892662 3360365.224410932, 623970.6024970822 3360364.353857656, 623969.3922958104 3360363.707057124, 623968.0792116235 3360363.308702774, 623966.7135285569 3360363.174220037, 623965.3479556947 3360363.308642724, 623964.0347390808 3360363.707023527, 623962.8245147812 3360364.353866739, 623961.7637951223 3360365.224429755, 623960.8932337954 3360366.285146707, 623960.2463563688 3360367.495387485, 623959.8480100459 3360368.808548536, 623959.7135709067 3360370.174149849, 623959.8480562977 3360371.539820019, 623960.246394228 3360372.852961953, 623960.8932995317 3360374.063189999, 623961.7638328217 3360375.123888089, 623962.8245284751 3360375.994439434, 623964.0347274377 3360376.641350108, 623965.3479062162 3360377.039705118, 623966.7135875442 3360377.174187745, 623968.0791599631 3360377.039654455, 623969.3923751682 3360376.641274182, 623970.6025024639 3360375.994430628, 623971.6633179699 3360375.123869563, 623972.5337836234 3360374.063152355, 623973.1806620999 3360372.852912264, 623973.57900993 3360371.539751643, 623973.7135469104 3360370.174151537)",2019-06-01 05:00:00+00:00,0.16880741011766065,0.37857914057438996,0.2097717304567293,0.0,0.0,0.0,0.0,0.37857914057438996,0.37857914057438996,0.0,0.0,0.0,8609.177916000694,107516.47592312675,98907.29800712605
1462,Bike Lane,Bike Lane - Contraflow,Contraflow,NA,NA,"MULTILINESTRING ((620901.953148214 3349511.221377156, 620962.9931216369 3349717.717419118))",2019-03-14 05:00:00+00:00,0.18595277995799833,0.29767928334204935,0.11172650338405102,0.0,0.0,0.0,0.06973229248424938,0.11907171333681973,0.049339420852570356,0.0,0.0,0.0,77681.77382745381,45961.68134801242,-31720.092479441395
1463,Signal,Signal - Traffic,Traffic,Modification,NA,"LINESTRING (620938.9800756596 3349613.879948469, 620938.8455834503 3349612.514358863, 620938.4471938552 3349611.201158362, 620937.8004134235 3349609.99095053, 620936.9298376546 3349608.930227603, 620935.8690732067 3349608.059707027, 620934.6588299426 3349607.412869431, 620933.3456863289 3349607.014504034, 620931.980076685 3349606.880021343, 620930.6144745066 3349607.014435487, 620929.3012712497 3349607.412784114, 620928.0910496986 3349608.059665922, 620927.0303604486 3349608.930213626, 620926.159788178 3349609.990959291, 620925.5128787886 3349611.201152543, 620925.1145831277 3349612.514295116, 620924.9800818209 3349613.880012122, 620925.1145757266 3349615.245601506, 620925.5129667275 3349616.558801481, 620926.15974806 3349617.769008566, 620927.0303240842 3349618.829730638, 620928.0910881064 3349619.700250379, 620929.3013303274 3349620.347087291, 620930.6144724396 3349620.745452258, 620931.9800803522 3349620.879934836, 620933.3456808326 3349620.745520914, 620934.6588826862 3349620.347172813, 620935.8691033365 3349619.700291754, 620936.9297923289 3349618.829744906, 620937.8003650262 3349617.769000074, 620938.4472754586 3349616.558807506, 620938.8455726211 3349615.245665365, 620938.9800756596 3349613.879948469)",2019-03-14 05:00:00+00:00,0.3054674704672962,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,23368.261490748162,NA,NA
1464,Signal,Signal - Traffic,Traffic,New,NA,"LINESTRING (624070.3838206087 3358365.776484228, 624070.2493101044 3358364.410816804, 624069.8509943233 3358363.097677549, 624069.2041611123 3358361.887452115, 624068.3335621473 3358360.826754446, 624067.2728614816 3358359.956203649, 624066.0626296613 3358359.309292711, 624064.7494950676 3358358.91093789, 624063.3838484101 3358358.776454982, 624062.0182149955 3358358.910986576, 624060.7050452497 3358359.309366047, 624059.494887177 3358359.956207604, 624058.4340693958 3358360.826766646, 624057.5635414014 3358361.887480775, 624056.9166426434 3358363.097717891, 624056.5183209572 3358364.410875717, 624056.3838590627 3358365.776473312, 624056.5183712698 3358367.142140507, 624056.9166884598 3358368.455279235, 624057.5635225725 3358369.665503918, 624058.4341217914 3358370.726200727, 624059.4948220281 3358371.596750689, 624060.7050527993 3358372.243660941, 624062.0181858856 3358372.64201533, 624063.3838308081 3358372.776498125, 624064.7494625176 3358372.641966759, 624066.0626308545 3358372.243587815, 624067.2727880278 3358371.596747009, 624068.3336055538 3358370.726188828, 624069.204133976 3358369.665475534, 624069.851033782 3358368.455239104, 624070.2493569769 3358367.142081711, 624070.3838206087 3358365.776484228)",2021-01-07 06:00:00+00:00,0.1940668585344255,0.5516121724684739,0.3575453139340484,0.016172238211202124,0.0,-0.016172238211202124,0.14555014390081913,0.7722570414558635,0.6267068975550444,0.016172238211202124,0.0,-0.016172238211202124,97809.69670135045,505276.74998112215,407467.0532797717
1465,Signal,Signal - PHB,PHB,New,NA,"LINESTRING (617395.4300322324 3346602.028756545, 617395.2955245088 3346600.663125894, 617394.8972606356 3346599.349973472, 617394.2503846679 3346598.139781996, 617393.3798029406 3346597.079037931, 617392.3190472833 3346596.208556747, 617391.1088507241 3346595.561694208, 617389.7957148886 3346595.163333464, 617388.4300936877 3346595.028757194, 617387.0644724588 3346595.163294462, 617385.7512582275 3346595.56163308, 617384.5410405971 3346596.20846596, 617383.4802764847 3346597.079020482, 617382.6097422778 3346598.139817756, 617381.9628838048 3346599.349984979, 617381.5645452735 3346600.66312605, 617381.4300866437 3346602.028863829, 617381.5645960639 3346603.394494259, 617381.9628613427 3346604.707646154, 617382.6097382111 3346605.917836887, 617383.4803201971 3346606.978580095, 617384.5410754328 3346607.849060447, 617385.751270951 3346608.495922302, 617387.064405288 3346608.894282613, 617388.4300247597 3346609.028858769, 617389.795644292 3346608.894321722, 617391.1088571176 3346608.495983628, 617392.3190750375 3346607.84904067, 617393.379837701 3346606.978597826, 617394.2503723308 3346605.917801386, 617394.8972318434 3346604.707634848, 617395.2955718745 3346603.394494209, 617395.4300322324 3346602.028756545)",2018-04-11 05:00:00+00:00,0.2025556300113224,0.6868291154117371,0.4842734854004147,0.0,0.0,0.0,0.0506389075028306,0.0,-0.0506389075028306,0.0,0.0,0.0,32459.539709314417,70056.56977199718,37597.03006268277
1466,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,NA,NA,"MULTILINESTRING ((613472.6625175847 3338625.816885714, 613627.8603713034 3338629.305053777, 613902.3750002353 3338642.842452866, 614153.294266297 3338647.258412976, 614317.4162005229 3338649.924043172, 614487.7713625495 3338657.142538712, 614640.2531904925 3338661.410401527, 614821.7766505345 3338667.041361892, 614972.1076479752 3338672.609170082, 615141.1112379323 3338673.7001358, 615293.91991817 3338672.283034656, 615383.3092381679 3338649.056664595, 615452.0614930695 3338614.724631559))",2022-01-01 06:00:00+00:00,0.1701545224480751,1.0032962505150391,0.833141728066964,0.0025859349916120835,0.020065925010300783,0.0174799900186887,0.15981078248162675,0.8427688504326329,0.6829580679510062,0.0025859349916120835,0.020065925010300783,0.0174799900186887,74679.73380976368,521553.522867738,446873.7890579743
1467,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,NA,NA,"MULTILINESTRING ((610920.9159983943 3339578.060728055, 611980.9702081218 3339007.629345077, 612117.7019405632 3338945.246389661, 612164.9343247463 3338932.498176357, 612262.4917200533 3338926.636662665, 612464.7954472941 3338912.607743608, 612540.734788469 3338882.155357465, 612707.9167062573 3338808.085230954, 612772.1480912613 3338769.018475614, 612831.7494291163 3338721.860227765, 612882.9624963768 3338674.504607357, 612924.4571298856 3338645.78641301, 612963.4763280589 3338628.742339253, 613029.1651082447 3338616.545527655, 613079.9649670107 3338614.750323115, 613100.9211623428 3338615.623308682))",2022-01-15 06:00:00+00:00,0.16142308648454548,0.8330084728907275,0.671585386406182,0.00045858831387654965,0.0,-0.00045858831387654965,0.10914401870261882,0.5036795417478818,0.39453552304526296,0.00045858831387654965,0.0,-0.00045858831387654965,51813.60064334196,187504.3955606826,135690.79491734065
1468,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,New,NA,"MULTILINESTRING ((615671.2409746189 3338419.900827066, 615781.1255378425 3338314.76196762, 615945.5550879495 3338156.127759668, 616069.4393428194 3338044.102434123, 616214.6062101922 3337968.02792298, 616324.0501080353 3337940.111678647, 616417.2931407965 3337930.446780672))",2022-04-30 05:00:00+00:00,0.16239154832453756,1.008772473377181,0.8463809250526435,0.0009695017810420154,0.0,-0.0009695017810420154,0.14397101448473928,0.8794426690980551,0.7354716546133159,0.0009695017810420154,0.0,-0.0009695017810420154,63196.00409544273,474640.38170439156,411444.37760894885
1469,Crossing Island,Crossing Island - Ped,Ped,NA,NA,"LINESTRING (625990.7616664276 3349871.079651701, 625990.6271326309 3349869.714081663, 625990.2287728875 3349868.400891331, 625989.5819740661 3349867.190691133, 625988.7114075255 3349866.129875688, 625987.6506584007 3349865.259400289, 625986.4404234801 3349864.612543271, 625985.1272683234 3349864.214226628, 625983.7616225197 3349864.079662794, 625982.3960494436 3349864.214223855, 625981.082851602 3349864.612527211, 625979.8726162154 3349865.259416389, 625978.8119065301 3349866.129934437, 625977.94132261 3349867.190631683, 625977.2945240476 3349868.400884581, 625976.8961958537 3349869.714091537, 625976.7616406921 3349871.079663363, 625976.89617491 3349872.445344004, 625977.294537332 3349873.758422979, 625977.9413370502 3349874.968622429, 625978.8119038463 3349876.029437016, 625979.8726525406 3349876.899911583, 625981.0828851389 3349877.546878745, 625982.3960387908 3349877.94519496, 625983.7616841396 3349878.079647857, 625985.1272542423 3349877.945197849, 625986.4404519564 3349877.546784194, 625987.6506851688 3349876.900006592, 625988.7113958775 3349876.029378573, 625989.5819802291 3349874.96868216, 625990.2287798363 3349873.758429945, 625990.6271082564 3349872.445334245, 625990.7616664276 3349871.079651701)",2021-01-12 06:00:00+00:00,0.22207022343821248,NA,NA,0.0,NA,NA,0.16655266757865936,NA,NA,0.0,NA,NA,58626.538987688094,NA,NA
1470,Intersection,Intersection - Improvement,Improvement,NA,NA,"LINESTRING (619176.4237344477 3351867.694310583, 619176.2892596576 3351866.328635945, 619175.8908542047 3351865.015500881, 619175.2440313469 3351863.805284796, 619174.3734832746 3351862.744587902, 619173.3127206243 3351861.874010487, 619172.1025445692 3351861.227138686, 619170.7893350128 3351860.828752369, 619169.4237101886 3351860.694256308, 619168.0581319468 3351860.828767341, 619166.7449822495 3351861.227093365, 619165.5347321994 3351861.874045894, 619164.4740173304 3351862.7445299, 619163.6034062313 3351863.805292895, 619162.9565289251 3351865.015469625, 619162.5582265855 3351866.328667844, 619162.4236714653 3351867.694288774, 619162.5582441299 3351869.059964239, 619162.9565548141 3351870.373097728, 619163.6034747495 3351871.583314112, 619164.4739269048 3351872.644009101, 619165.5346891292 3351873.514585682, 619166.7449603165 3351874.161457847, 619168.0580721971 3351874.559842683, 619169.4236952885 3351874.694338629, 619170.7893680045 3351874.55982887, 619172.1025162955 3351874.161503372, 619173.3126692693 3351873.51455054, 619174.3734800551 3351872.644068439, 619175.2439954029 3351871.583305229, 619175.8908737518 3351870.373129184, 619176.2891775935 3351869.059931399, 619176.4237344477 3351867.694310583)",2019-01-07 06:00:00+00:00,0.23126440016180944,0.29936479748651046,0.06810039732470102,0.0,0.0,0.0,0.10278417784969308,0.5987295949730209,0.49594541712332785,0.0,0.0,0.0,46227.183987899465,195485.21275869134,149258.0287707919
1471,Bike Lane,Bike Lane - Protected Two-Way,Protected Two-Way,Parking Mod,NA,"MULTILINESTRING ((619867.193571832 3339155.516364383, 619848.5744911095 3339106.662797282, 619830.8235552125 3339046.602458272, 619835.0012216504 3338998.932500633, 619851.9920408709 3338960.629256064, 619879.1431777522 3338909.503089808, 619887.1621069578 3338851.468598415, 619889.0661290194 3338812.55657044, 619881.2922618424 3338761.064849608, 619874.2750725086 3338741.854569674, 619853.0451194114 3338675.677039033))",2022-12-30 06:00:00+00:00,0.11572277227722773,NA,NA,0.0,NA,NA,0.057861386138613864,NA,NA,0.0,NA,NA,25285.425742574258,NA,NA
1472,Intersection,Intersection - Improvement (linear),Improvement (linear),New,NA,"MULTILINESTRING ((616174.0892215091 3344873.317243664, 616167.5362063928 3344876.946336763))",2019-08-12 05:00:00+00:00,0.2281496904686658,0.32985888993414864,0.10170919946548285,0.0,0.0,0.0,0.06518562584819022,0.0,-0.06518562584819022,0.0,0.0,0.0,38459.51925043223,42057.008466603955,3597.4892161717216
1473,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,New,NA,"MULTILINESTRING ((623501.5871314832 3364631.879929452, 623552.1138520025 3364597.937954997, 623590.4453433563 3364567.826297011, 623620.4577956382 3364525.605671864, 623701.4952749149 3364357.61665507, 623751.3850736794 3364297.927757607, 623836.3807218578 3364234.283924635, 623873.5417893267 3364213.317161005, 623935.1245250887 3364178.906138359, 623987.0279941286 3364142.614466851, 624030.3097382194 3364099.113096445, 624053.6668725873 3364052.502083232, 624138.0047645508 3363882.931548029, 624156.5060559177 3363844.267289745, 624176.6465336798 3363812.824698743, 624213.9088224 3363771.319931347, 624261.1502454812 3363740.363635589, 624456.7289326689 3363632.023287126))",2022-12-19 06:00:00+00:00,0.13623189365361282,1.2117777163395078,1.075545822685895,0.0008061058796071765,0.0,-0.0008061058796071765,0.09431438791403965,1.1309925352502075,1.036678147336168,0.0008061058796071765,0.0,-0.0008061058796071765,43466.84124017817,526477.0251589715,483010.1839187934
1474,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,New,NA,"MULTILINESTRING ((627473.4631348092 3363764.072742824, 627874.4393562544 3363757.165768177, 628493.590563096 3363730.349803755, 628693.2923424614 3363776.292628433, 628862.0203468433 3363948.755485972, 628972.8386935943 3364131.673757799))",2022-10-07 05:00:00+00:00,0.1836045618381894,1.5994265606672748,1.4158219988290854,0.0,0.0,0.0,0.15457884066524033,1.416634953733872,1.2620561130686316,0.0,0.0,0.0,69468.67601843906,873789.579043399,804320.9030249598
1475,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,New,NA,"MULTILINESTRING ((628972.8386949089 3364131.673646968, 629061.5572102066 3364274.556889549, 629087.9782062039 3364307.52651238, 629121.3747825355 3364343.216725585, 629162.2448238668 3364371.437492871, 629191.2518775787 3364388.168644207, 629235.0329188367 3364406.147019228, 629316.4642368814 3364433.165962738, 629407.125863109 3364460.630590932, 629474.2056963322 3364485.74842637, 629531.5010127755 3364518.28153022, 629570.1121732352 3364550.551917467, 629619.4257955614 3364603.158018124, 629669.2410997944 3364673.755204771, 629718.9201750712 3364771.286364377, 629772.8446602002 3364873.691503573, 629803.4323077623 3364943.361250781))",2022-10-07 05:00:00+00:00,0.19214450844517936,1.2825164594001464,1.090371950954967,0.0,0.0,0.0,0.19859231074199746,1.2825164594001464,1.083924148658149,0.0,0.0,0.0,91589.74206584172,855537.1335321591,763947.3914663175
1476,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),Construction / Curb modification / Widening,NA,"MULTILINESTRING ((622063.6362092709 3364209.099129414, 622072.9834540305 3364184.653606292, 622087.9515027427 3364167.691537029, 622103.5949604975 3364154.303865573, 622103.3846336263 3364119.344724857))",2018-08-31 05:00:00+00:00,0.23947548149159953,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,12213.249556071576,NA,NA
1477,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,New,NA,"MULTILINESTRING ((621629.491849642 3345131.353372308, 621653.6713273349 3344984.160259039, 621681.5499857602 3344790.597446678, 621693.509873646 3344703.288101539, 621740.1680089034 3344400.694096643, 621782.3935756581 3344084.830145601, 621805.7205680059 3343959.39569463, 621829.1518689132 3343902.227400886, 621862.0247313904 3343839.073586148, 621867.5259080686 3343760.943763808, 621861.3001109442 3343572.077627696, 621812.071070258 3343459.307921248, 621758.3430870376 3343353.712530116))",2022-02-11 06:00:00+00:00,0.15861576939649796,1.1861391984648313,1.0275234290683333,0.001970382228527925,0.0,-0.001970382228527925,0.14088232933974662,0.754815853568529,0.6139335242287823,0.001970382228527925,0.0,-0.001970382228527925,60078.92453004496,480116.7982876965,420037.87375765154
1478,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,NA,NA,"MULTILINESTRING ((621719.0608134015 3343277.712859366, 621758.3430870376 3343353.712530116))",2022-02-11 06:00:00+00:00,0.18530825648101082,0.9427068749315185,0.7573986184505077,0.0007072834216832474,0.0,-0.0007072834216832474,0.22137971098685644,1.1917237852907876,0.9703440743039311,0.0007072834216832474,0.0,-0.0007072834216832474,98514.6786725728,671900.9849158134,573386.3062432406
1479,Bike Lane,Bike Lane - Ramp to Sidewalk,Ramp to Sidewalk,NA,NA,"MULTILINESTRING ((621629.0360490767 3345131.905829263, 621638.536370828 3345143.095284478))",2022-02-11 06:00:00+00:00,0.23824337376600896,NA,NA,0.0,NA,NA,0.21991696039939287,NA,NA,0.0,NA,NA,118370.30393497323,NA,NA
1480,Bike Lane,Bike Lane - Buffered,Buffered,NA,NA,"MULTILINESTRING ((609630.3491282919 3342373.286621587, 609734.4362954893 3342261.268866244, 609809.7883922036 3342126.018539127, 609863.4136970018 3341940.365417214, 609927.1246266672 3341772.511363293, 609969.5940112722 3341693.896015182, 610060.8570376862 3341603.780064894, 610191.5482172554 3341525.30825568, 610476.492333708 3341368.728217437, 610743.618286334 3341230.966789493, 610946.792149392 3341118.939010626, 611090.3504128699 3341107.463519118, 611254.1718085504 3341097.00424323, 611442.2698005808 3340997.119352021))",2020-01-20 06:00:00+00:00,0.22674175819780326,0.42459574764888464,0.19785398945108137,0.0,0.0,0.0,0.14259017783573194,0.3991200027899515,0.2565298249542196,0.0,0.0,0.0,70713.04048702831,163435.39518500867,92722.35469798037
